co_code,name,symbol,scripcode
2692,"Oasis Securities Ltd",NULL,512489
2705,"Sumeet Industries Ltd",SUMEETINDS,514211
2706,"Apcotex Industries Ltd",APCOTEXIND,523694
2711,"Pakka Ltd",PAKKA,516030
2717,"Kopran Ltd",KOPRAN,524280
2718,"Gujarat Industries Power Co Ltd",GIPCL,517300
2719,"Sayaji Hotels Ltd",SAYAJIHOTL,523710
2722,"Karur Vysya Bank Ltd",KARURVYSYA,590003
2723,"Vasundhara Rasayans Ltd",NULL,538634
2724,"Chordia Food Products Ltd",NULL,519475
2732,"Mastek Ltd",MASTEK,523704
2741,"Fortis Malar Hospitals Ltd",NULL,523696
2743,"Kothari Fermentation & Biochem Ltd",NULL,507474
2745,"Jayatma Enterprises Ltd",NULL,539005
2747,"Eimco Elecon (India) Ltd",EIMCOELECO,523708
2749,"Svam Software Ltd",NULL,523722
2759,"Olympic Oil Industries Ltd",NULL,507609
2760,"Voith Paper Fabrics India Ltd",PORRITSPEN,522122
2762,"Ecoboard Industries Ltd",WESTERNBIO,523732
2764,"Aimco Pesticides Ltd",AIMCOPEST,524288
2767,"All Metal Process Industries Ltd",NULL,511088
2769,"Ashiana Housing Ltd",ASHIANA,523716
2771,"NIIT Ltd",NIITLTD,500304
2772,"Super Syncotex (India) Ltd",NULL,503297
2773,"Ramgopal Polytex Ltd",RAMGOPOLY,514223
2777,"Bharat Rasayan Ltd",BHARATRAS,590021
2778,"K-Lifestyle & Industries Ltd",SHREEKRPOL,514221
2779,"Consolidated Finvest & Holdings Ltd",CONSOFINVT,500226
2780,"Himadri Speciality Chemical Ltd",HSCL,500184
2782,"Ashiana Ispat Ltd",NULL,513401
2786,"Mahindra EPC Irrigation Ltd",MAHEPC,523754
2794,"Eastern Silk Industries Ltd",EASTSILK,590022
2796,"GTN Industries Ltd",GTNIND,500170
2803,"Brady & Morris Engineering Company Ltd",NULL,505690
2805,"MIRC Electronics Ltd",MIRCELECTR,500279
2806,"Infosys Ltd",INFY,500209
2812,"Magnus Retail Ltd",NULL,517320
2814,"Vertical Industries Ltd",NULL,515099
2815,"Waterbase Ltd",WATERBASE,523660
2817,"Pil Italica Lifestyle Ltd",PILITA,500327
2818,"P.M. Telelinnks Ltd",NULL,513403
2819,"PALCO Ltd",PENNARALUM,513405
2820,"Ansal Properties & Infrastructure Ltd",ANSALAPI,500013
2823,"Tahmar Enterprises Ltd",NULL,516032
2826,"Transchem Ltd",TRANSCHEM,500422
2830,"Mitshi India Ltd",NULL,523782
2831,"Sangam (India) Ltd",SANGAMIND,514234
2833,"MKVentures Capital Ltd",NULL,514238
2837,"Shukra Jewellery Ltd",SHUKRADIAM,523790
2838,"Mazda Ltd",MAZDA,523792
2842,"Kush Industries Ltd",SUZLONFIBR,514240
2846,"Veedol Corporation Ltd",VEEDOL,590005
2848,"VLS Finance Ltd",VLSFINANCE,511333
2852,"Viceroy Hotels Ltd",VHLTD,523796
2860,"SBI Home Finance Ltd",SBIHOMEFIN,500379
2861,"Vallabh Steels Ltd",NULL,513397
2873,"TTL Enterprises Ltd",NULL,514236
2881,"Sovereign Diamonds Ltd",NULL,523826
2882,"Seya Industries Ltd",SEYAIND,524324
2885,"Suraj Products Ltd",NULL,518075
2887,"Kakatiya Textiles Ltd",NULL,521054
2890,"Mukat Pipes Ltd",MUKATPIPE,523832
2891,"Apple Credit Corporation Ltd",APPLECREDT,511339
2893,"Gujarat Raffia Industries Ltd",GUJRAFFIA,523836
2894,"Neo Corp International Ltd",NEOCORP,523820
2896,"Menon Bearings Ltd",MENONBE,523828
2897,"Simplex Infrastructures Ltd",SIMPLEXINF,523838
2898,"Constronics Infra Ltd",NULL,523844
2899,"Mercury Laboratories Ltd",NULL,538964
2900,"Vardhman Polytex Ltd",VARDMNPOLY,514175
2905,"Axtel Industries Ltd",NULL,523850
2906,"Hytone Texstyles Ltd",NULL,514258
2908,"Kabra Drugs Ltd",NULL,524322
2909,"Sreechem Resins Ltd",NULL,514248
2912,"CMI Ltd",CMICABLES,517330
2915,"Jayant Agro Organics Ltd",JAYAGROGN,524330
2916,"Anuh Pharma Ltd",ANUHPHR,506260
2917,"Kisaan Parivar Industries Ltd",NULL,519230
2918,"JMG Corporation Ltd",NULL,523712
2919,"Innovative Tech Pack Ltd",NULL,523840
2925,"Perfect-Octave Media Projects Ltd",NULL,521062
2928,"Bloom Industries Ltd",NULL,513422
2930,"Bahuma Polytex Ltd",NULL,514256
2931,"Seasons Textiles Ltd",NULL,514264
2934,"BCL Industries Ltd",BCLIND,524332
2937,"East India Drums & Barrels Manufacturing Ltd",NULL,523874
2938,"Jyoti Overseas Ltd",NULL,523876
2945,"Pacheli Industrial Finance Ltd",NULL,523862
2947,"Shree Hari Chemicals Export Ltd",NULL,524336
2954,"V R Woodart Ltd",NULL,523888
2955,"D S Kulkarni Developers Ltd",DSKULKARNI,523890
2956,"Smiths & Founders (India) Ltd",NULL,513418
2962,"UBE Industries Ltd",WELDFLUX,523868
2963,"Indo Borax & Chemicals Ltd",INDOBORAX,524342
2966,"Samvardhana Motherson International Ltd",MOTHERSON,517334
2970,"Trident Ltd",TRIDENT,521064
2975,"Aarti Drugs Ltd",AARTIDRUGS,524348
2976,"Chemo Pharma Laboratories Ltd",NULL,506365
2980,"AVI Products India Ltd",NULL,523896
2981,"Apis India Ltd",NULL,506166
2983,"Maitri Enterprises Ltd",NULL,513430
2986,"Tata Metaliks Ltd",TATAMETALI,513434
2987,"Modern Malleables Ltd",MODERNMAL,517336
2988,"Sinclairs Hotels Ltd",SINCLAIR,523023
2990,"Banswara Syntex Ltd",BANSWRAS,503722
2996,"Soma Textiles & Industries Ltd",SOMATEX,521034
2997,"Shah Alloys Ltd",SHAHALLOYS,513436
2998,"Mid India Industries Ltd",MIDINDIA,500277
2999,"Trans India House Impex Ltd",NULL,523752
3001,"Globus Power Generation Ltd",NULL,526025
3002,"Zenith Fibres Ltd",NULL,514266
3003,"Bhilwara Spinners Ltd",NULL,514272
3006,"Procal Electronics India Ltd",NULL,526009
3007,"Salora International Ltd",SALORAINTL,500370
3008,"Sonal Cosmetics (Exports) Ltd",SONALCOSM,526029
3012,"India Cements Capital Ltd",NULL,511355
3019,"TCI Finance Ltd",TCIFINANCE,501242
3021,"Cubex Tubings Ltd",CUBEXTUB,526027
3025,"Sanrhea Technical Textile Ltd",NULL,514280
3026,"Lupin Ltd",LUPIN,500257
3028,"Soma Papers & Industries Ltd",NULL,516038
3029,"Chambal Fertilisers & Chemicals Ltd",CHAMBLFERT,500085
3031,"Uniworth International Ltd",UNIWORTINT,514282
3033,"Saptarishi Agro Industries Ltd",NULL,519238
3035,"U P Hotels Ltd",NULL,509960
3036,"International Travel House Ltd",INTLTRAVHS,500213
3041,"JSW Ispat Special Products Ltd(Merged)",JSWISPL,513446
3045,"Deccan Polypacks Ltd",NULL,531989
3049,"Shri Lakshmi Cotsyn Ltd",SHLAKSHMI,526049
3051,"Meglon Infra-Real (India) Ltd",NULL,511367
3057,"AD Manum Finance Ltd",NULL,511359
3058,"Ashima Ltd",ASHIMASYN,514286
3059,"Hisar Spinning Mills Ltd",NULL,521068
3061,"Siel Financial Services Ltd",NULL,532217
3064,"Advance Lifestyles Ltd",NULL,521048
3066,"Prakash Ceramics Ltd",NULL,515111
3067,"Hindoostan Mills Ltd",NULL,509895
3068,"First Financial Services Ltd",NULL,511369
3070,"K G Denim Ltd",KGDENIM,500239
3074,"Galaxy Bearings Ltd",NULL,526073
3076,"Claro India Ltd",NULL,524366
3082,"Rekvina Labs Ltd",NULL,526075
3084,"Polymechplast Machines Ltd",NULL,526043
3086,"Steelco Gujarat Ltd",STEELCOGUJ,500399
3090,"Sagar Tourist Resorts Ltd",NULL,526085
3095,"Kanishk Steel Industries Ltd",NULL,513456
3096,"Solitaire Machine Tools Ltd",NULL,522152
3097,"Stellant Securities (India) Ltd",NULL,526071
3098,"SC Agrotech Ltd",NULL,526081
3099,"Sathavahana Ispat Ltd",SATHAISPAT,526093
3100,"Aarvee Denims & Exports Ltd",AARVEEDEN,514274
3105,"Ravi Leela Granites Ltd",NULL,526095
3106,"Kailash Auto Finance Ltd",NULL,511357
3111,"Ashapura Minechem Ltd",ASHAPURMIN,527001
3112,"Caprolactam Chemicals Ltd",NULL,507486
3113,"Om Sindoori Hotels Ltd",NULL,507931
3116,"Bengal Tea & Fabrics Ltd",BENGALTEA,532230
3118,"Alok Industries Ltd",ALOKINDS,521070
3119,"Shree Pacetronix Ltd",NULL,527005
3123,"Ajanta Soya Ltd",NULL,519216
3124,"Ratnamani Metals & Tubes Ltd",RATNAMANI,520111
3125,"Rane Computers Consultancy Ltd",NULL,526091
3126,"Zee Entertainment Enterprises Ltd",ZEEL,505537
3129,"Atcom Technologies Ltd",ATCOM,527007
3130,"Mahalaxmi Seamless Ltd",NULL,513460
3132,"Manor Estates & Industries Ltd",NULL,526115
3133,"Uniroyal Marine Exports Ltd",NULL,526113
3134,"Mehta Integrated Finance Ltd",NULL,511377
3135,"Orchid Pharma Ltd",ORCHPHARMA,524372
3138,"BN Holdings Ltd",NULL,526125
3139,"JVL Agro Industries Ltd",JVLAGRO,519248
3140,"Bodal Chemicals Ltd",BODALCHEM,524370
3143,"Timex Group India Ltd",TIMEXWATCH,500414
3146,"Super Tannery Ltd",NULL,523842
3148,"IFCI Ltd",IFCI,500106
3152,"Tinna Oils & Chemicals Ltd",NULL,519256
3154,"Transgene Biotek Ltd",NULL,526139
3163,"Supertex Industries Ltd",NULL,526133
3167,"Shetron Ltd",SHETRON,526137
3168,"Spenta International Ltd",NULL,526161
3169,"Tata Steel BSL Ltd(Merged)",TATASTLBSL,500055
3170,"Prime Urban Development India Ltd",NULL,521149
3173,"Sanwaria Consumer Ltd",SANWARIA,519260
3174,"MPL Plastics Ltd",MILTONPLAS,526143
3175,"Amit Spinning Industries Ltd",ASIL,521076
3178,"Vippy Spinpro Ltd",NULL,514302
3179,"Birla Cable Ltd",BIRLACABLE,500060
3182,"Nikhil Adhesives Ltd",NULL,526159
3188,"Pioneer Embroideries Ltd",PIONEEREMB,514300
3189,"Prima Agro Ltd",NULL,519262
3190,"Shervani Industrial Syndicate Ltd",NULL,526117
3195,"Crazy Infra & Infomedia Ltd",NULL,524388
3196,"Vesuvius India Ltd",VESUVIUS,520113
3197,"Asahi Infrastructure & Projects Ltd",NULL,512535
3199,"Ashram Online.com Ltd",TATIASKYLN,526187
3207,"Royal Cushion Vinyl Products Ltd",ROYALCUSHN,526193
3210,"Mindteck (India) Ltd",MINDTECK,517344
3213,"Neogem India Ltd",NULL,526195
3218,"Multibase India Ltd",NULL,526169
3219,"Pidilite Industries Ltd",PIDILITIND,500331
3222,"Ready Foods Ltd",READYFOOD,519250
3224,"Pasari Spinning Mills Ltd",NULL,521080
3225,"Diamond Power Infrastructure Ltd",DIACABS,522163
3228,"Jaihind Synthetics Ltd",NULL,514312
3230,"Aditya Forge Ltd",NULL,522150
3231,"Vimta Labs Ltd",VIMTALABS,524394
3233,"Synthiko Foils Ltd",NULL,513307
3237,"Indsil Hydro Power & Manganese Ltd",NULL,522165
3240,"G M Breweries Ltd",GMBREW,507488
3241,"Garlon Polyfab Industries Ltd",NULL,514306
3243,"CLC Industries Ltd",SPENTEX,521082
3250,"Hitech Corporation Ltd",HITECHCORP,526217
3251,"Madhur Industries Ltd",MADHURFOOD,519279
3252,"TMT (I) Ltd",TMTINDIA,522171
3253,"Ludlow Jute & Specialities Ltd",NULL,526179
3264,"Filatex India Ltd",FILATEX,526227
3265,"CRISIL Ltd",CRISIL,500092
3266,"Videocon Industries Ltd",VIDEOIND,511389
3268,"Jattashankar Industries Ltd",NULL,514318
3272,"Havells India Ltd",HAVELLS,517354
3274,"Suraj Industries Ltd",NULL,526211
3276,"Inter Globe Finance Ltd",NULL,511391
3277,"Kamadgiri Fashion Ltd",NULL,514322
3280,"Mid East Portfolio Management Ltd",NULL,526251
3282,"Mold-Tek Technologies Ltd",MOLDTECH,526263
3283,"Crestchem Ltd",NULL,526269
3284,"Biofil Chemicals & Pharmaceuticals Ltd",BIOFILCHEM,524396
3285,"Marksans Pharma Ltd",MARKSANS,524404
3287,"Universal Starch Chem Allied Ltd",NULL,524408
3288,"Standard Surfactants Ltd",NULL,526231
3289,"Morgan Ventures Ltd",NULL,526237
3299,"Tarai Foods Ltd",NULL,519285
3300,"ITL Industries Ltd",NULL,522183
3304,"Mercator Ltd",MERCATOR,526235
3308,"Best Eastern Hotels Ltd",NULL,508664
3310,"Simplex Castings Ltd",SIMPLEXCAS,513472
3311,"Omnitex Industries (India) Ltd",NULL,514324
3314,"Ishita Drugs & Industries Ltd",NULL,524400
3315,"Premier Explosives Ltd",PREMEXPLN,526247
3317,"Foseco India Ltd",FOSECOIND,500150
3319,"Control Print Ltd",CONTROLPR,522295
3321,"Orient Beverages Ltd",NULL,507690
3325,"Patspin India Ltd",PATSPINLTD,514326
3326,"John Cockerill India Ltd",FLATPROD,500147
3328,"Nu-Tech Corporate Services Ltd",NULL,526313
3329,"Shree Steel Wire Ropes Ltd",NULL,513488
3330,"ACI Infocom Ltd",NULL,517356
3339,"Maniyar Plast Ltd",NULL,526321
3341,"Raghuvir Synthetics Ltd",NULL,514316
3343,"Modern Dairies Ltd",NULL,519287
3347,"Norris Medicines Ltd",NULL,524414
3348,"SPML Infra Ltd",SPMLINFRA,500402
3349,"Orient Press Ltd",ORIENTLTD,526325
3356,"Rana Sugars Ltd",RANASUG,507490
3360,"Aarey Drugs & Pharmaceuticals Ltd",AAREYDRUGS,524412
3361,"Mphasis Ltd",MPHASIS,526299
3364,"Anjani Portland Cement Ltd",APCL,518091
3366,"Shreyas Intermediates Ltd",NULL,526335
3367,"SpiceJet Ltd",SPICEJET,500285
3368,"Panjon Ltd",NULL,526345
3374,"Amarjothi Spinning Mills Ltd",AMARJOTHI,521097
3375,"SBEC Systems (India) Ltd",NULL,517360
3376,"Neo Infracon Ltd",NULL,514332
3378,"Bambino Agro Industries Ltd",NULL,519295
3387,"Mesco Pharmaceuticals Ltd",MESCOPHARM,500274
3388,"Tilaknagar Industries Ltd",TI,507205
3392,"Dabur India Ltd",DABUR,500096
3394,"Nirbhay Colours India Ltd",NULL,526349
3396,"Vikas Wsp Ltd",VIKASWSP,519307
3399,"Advance Multitech Ltd",NULL,526331
3400,"Sobhagya Mercantile Ltd",NULL,512014
3402,"Nachmo Knitex Ltd",NULL,514328
3407,"Gujarat Intrux Ltd",NULL,517372
3410,"Duropack Ltd",NULL,526355
3413,"Shristi Infrastructure Development Corporation Ltd",PEERABASAN,511411
3416,"Genesis IBRC India Ltd",NULL,514336
3420,"Crest Ventures Ltd",CREST,511413
3422,"Camex Ltd",NULL,524440
3423,"Amrapali Industries Ltd",NULL,526241
3427,"Frontier Springs Ltd",NULL,522195
3428,"Divyashakti Ltd",NULL,526315
3430,"Olympia Industries Ltd",NULL,521105
3432,"Prime Industries Ltd",NULL,519299
3438,"Incap Ltd",NULL,517370
3443,"Evexia Lifecare Ltd",NULL,524444
3446,"Ganesh Housing Corporation Ltd",GANESHHOUC,526367
3447,"One Global Service Provider Ltd",NULL,514330
3449,"Electrex India Ltd",ELECTRX,517378
3450,"Igarashi Motors India Ltd",IGARASHI,517380
3452,"Swarnsarita Jewels India Ltd",NULL,526365
3453,"Nagreeka Exports Ltd",NAGREEKEXP,521109
3456,"Sizemasters Technology Ltd",NULL,513496
3458,"Praj Industries Ltd",PRAJIND,522205
3460,"Rasandik Engineering Industries India Ltd",NULL,522207
3461,"Kartik Investments Trust Ltd",NULL,501151
3463,"Gujarat Containers Ltd",NULL,513507
3464,"Kalyani Forge Ltd",KALYANIFRG,513509
3465,"Symphony Ltd",SYMPHONY,517385
3469,"Zenith Exports Ltd",ZENITHEXPO,512553
3471,"Panchmahal Steel Ltd",PANCHMSTEL,513511
3475,"Intecon (India) Ltd",NULL,512541
3478,"Suditi Industries Ltd",SUDITIND,521113
3489,"Cindrella Hotels Ltd",NULL,526373
3490,"JRI Industries & Infrastructure Ltd",NULL,506016
3492,"Vintron Informatics Ltd",NULL,517393
3495,"Indian Sucrose Ltd",OSWALSUG,500319
3496,"Steelcast Ltd",STEELCAS,513517
3497,"Pitti Engineering Ltd",PITTIENG,513519
3500,"Gujarat Terce Laboratories Ltd",NULL,524314
3502,"S R Industries Ltd",NULL,513515
3505,"Winsome Yarns Ltd",WINSOME,514348
3507,"Yogi Infra Projects Ltd",NULL,522209
3511,"Kirloskar Ferrous Industries Ltd",KIRLFER,500245
3512,"Glittek Granites Ltd",NULL,513528
3521,"Envair Electrodyne Ltd",KIRLOSELEC,500246
3522,"Pan Electronics (India) Ltd",NULL,517397
3523,"VSF Projects Ltd",NULL,519331
3524,"Indo Euro Indchem Ltd",NULL,524458
3526,"Patel Integrated Logistics Ltd",PATINTLOG,526381
3528,"ATN International Ltd",ATNINTER,511427
3529,"Pradeep Metals Ltd",NULL,513532
3537,"Kohinoor Foods Ltd",KOHINOOR,512559
3538,"Premier Polyfilm Ltd",PREMIERPOL,514354
3544,"Syncom Formulations (India) Ltd",SYNCOMF,524470
3546,"Vakrangee Ltd",VAKRANGEE,511431
3547,"Gujarat Perstorp Electronics Ltd",NULL,526385
3553,"Everlon Financials Ltd",NULL,514358
3559,"Alphageo (India) Ltd",ALPHAGEO,526397
3562,"Gujarat Natural Resources Ltd",NULL,513536
3565,"Ramasigns Industries Ltd",NULL,515127
3566,"VXL Instruments Ltd",VXLINSTR,517399
3570,"Sun Source (India) Ltd",NULL,517403
3575,"Aditya Ispat Ltd",NULL,513513
3576,"Welspun Specialty Solutions Ltd",REMIMETAL,500365
3579,"Hampton Sky Realty Ltd",NULL,526407
3582,"Gujarat Credit Corporation Ltd",NULL,511441
3585,"Sharda Ispat Ltd",NULL,513548
3587,"Piccadily Sugar & Allied Inds Ltd",PICCADSUG,507498
3591,"Bansisons Tea Industries Ltd",NULL,519353
3598,"SPL Industries Ltd",SPLIL,532651
3603,"Mardia Samyoung Capillary Tubes Company Ltd",NULL,513544
3605,"SVC Industries Ltd",ATVPETRO,524488
3606,"Kriti Industries (India) Ltd",KRITI,526423
3608,"Supreme Petrochem Ltd",SPLPETRO,500405
3609,"Mahamaya Steel Industries Ltd",MAHASTEEL,513554
3612,"Gem Spinners India Ltd",GEMSPIN,521133
3613,"Gujarat Apollo Industries Ltd",GUJAPOLLO,522217
3616,"Torrent Pharmaceuticals Ltd",TORNTPHARM,500420
3617,"Ipca Laboratories Ltd",IPCALAB,524494
3619,"Sonal International Ltd",NULL,526429
3624,"Automotive Stampings & Assemblies Ltd",ASAL,520119
3628,"Khator Fibre & Fabrics Ltd",NULL,521127
3629,"Aditya Spinners Ltd",ADITYASPIN,521141
3630,"Kilitch Drugs (India) Ltd",KILITCH,524500
3631,"OK Play India Ltd",NULL,526415
3632,"Tamilnadu Steel Tubes Ltd",NULL,513540
3633,"Nova Iron & Steel Ltd",NOVAIRNSTL,513566
3634,"Toyama Electric Ltd",NULL,517407
3638,"Artificial Electronics Intelligent Material Ltd",NULL,526443
3640,"Ambitious Plastomac Company Ltd",NULL,526439
3641,"Indrayani Biotech Ltd",NULL,526445
3642,"Ramsunar Rolsteel Ltd",NULL,513560
3643,"K&R Rail Engineering Ltd",NULL,514360
3645,"Shree Bhavya Fabrics Ltd",NULL,521131
3646,"HLE Glascoat Ltd",HLEGLAS,522215
3648,"Dolat Algotech Ltd",DOLATALGO,505526
3655,"Margo Finance Ltd",NULL,500206
3663,"KKalpana Industries (India) Ltd",NULL,526409
3664,"Vision Cinemas Ltd",NULL,526441
3673,"Shyam Telecom Ltd",SHYAMTEL,517411
3674,"Transglobe Foods Ltd",NULL,519367
3676,"Coral Laboratories Ltd",NULL,524506
3680,"Sterling Powergensys Ltd",NULL,513575
3681,"Uniworth Textiles Ltd",FABWORTH,500138
3688,"Bacil Pharma Ltd",NULL,524516
3689,"Dharani Finance Ltd",NULL,511451
3692,"Foundry Fuel Products Ltd",NULL,513579
3694,"Lee & Nee Software (Exports) Ltd",NULL,517415
3695,"Kanel Industries Ltd",KANELOIL,500236
3696,"Tulasee Bio-Ethanol Ltd",NULL,524514
3697,"Krebs Biochemicals & Industries Ltd",KREBSBIO,524518
3701,"Sylph Technologies Ltd",NULL,511447
3702,"Alexander Stamps & Coin Ltd",NULL,511463
3703,"Metroglobal Ltd",GLOBABOARD,500159
3704,"Anik Industries Ltd",ANIKINDS,519383
3705,"Arcee Industries Ltd",NULL,520121
3707,"Riddhi Siddhi Gluco Biols Ltd",NULL,524480
3708,"Indbank Merchant Banking Services Ltd",INDBANK,511473
3709,"Federal Bank Ltd",FEDERALBNK,500469
3711,"Medinova Diagnostic Services Ltd",NULL,526301
3713,"Southern Magnesium & Chemicals Ltd",NULL,513498
3715,"Krishna Filament Industries Ltd",KRISNAFILA,500248
3717,"Raaj Medisafe India Ltd",NULL,524502
3720,"BPL Ltd",BPL,500074
3722,"Bajaj Finance Ltd",BAJFINANCE,500034
3725,"ABC India Ltd",NULL,520123
3733,"Welterman International Ltd",NULL,526431
3734,"ASM Technologies Ltd",NULL,526433
3735,"Integra Switchgear Ltd",NULL,517423
3736,"Athena Global Technologies Ltd",NULL,517429
3739,"Modern Shares & Stockbrokers Ltd",NULL,509760
3742,"Laffans Petrochemicals Ltd",NULL,524522
3747,"Winsome Breweries Ltd",NULL,526471
3750,"Valecha Engineering Ltd",VALECHAENG,532389
3754,"Sharat Industries Ltd",SHARTSEFOD,519397
3755,"Taneja Aerospace & Aviation Ltd",TANEJAERO,522229
3758,"South Asian Enterprises Ltd",NULL,526477
3759,"Patels Airtemp (India) Ltd",NULL,517417
3762,"Elegant Floriculture & Agrotech (India) Ltd",NULL,526473
3763,"Phoenix International Ltd",PHOENXINTL,526481
3764,"Yarn Syndicate Ltd",NULL,514378
3766,"Bhaskar Agrochemicals Ltd",NULL,524534
3771,"Narmada Macplast Drip Irrigation Systems Ltd",NULL,517431
3772,"Innovation Software Exports Ltd",NULL,517433
3773,"Poona Dal and Oil Industries Ltd",NULL,519359
3776,"Sky Industries Ltd",NULL,526479
3780,"Nava Ltd",NAVA,513023
3784,"Dhanlaxmi Fabrics Ltd",NULL,521151
3785,"Asian Petroproducts & Exports Ltd",NULL,524434
3787,"Surbhi Industries Ltd",NULL,514260
3790,"Pratik Panels Ltd",NULL,526490
3792,"Rishiroop Ltd",NULL,526492
3793,"Neelkanth Ltd",NULL,512565
3796,"Superior Industrial Enterprises Ltd",NULL,519234
3797,"Revati Organics Ltd",NULL,524504
3800,"Neuland Laboratories Ltd",NEULANDLAB,524558
3801,"Jauss Polymers Ltd",NULL,526001
3806,"Conart Engineers Ltd",NULL,522231
3809,"Arrow Greentech Ltd",ARROWGREEN,516064
3810,"Milk Specialities Ltd",NULL,519403
3812,"Dynachem Pharmaceuticals (Export) Ltd",DYNAPHARMA,524562
3813,"Promact Impex Ltd",NULL,526494
3817,"Shrydus Industries Ltd",NULL,511493
3823,"National Plywood Industries Ltd",NULL,516062
3824,"Datiware Maritime Infra Ltd",NULL,519413
3825,"M M Forgings Ltd",MMFL,522241
3826,"Poddar Pigments Ltd",PODDARMENT,524570
3827,"Bhudevi Infra Projects Ltd",NULL,526488
3830,"Gayatri BioOrganics Ltd",NULL,524564
3836,"Shivagrico Implements Ltd",NULL,522237
3841,"Shahi Shipping Ltd",NULL,526508
3844,"Pharmaids Pharmaceuticals Ltd",NULL,524572
3845,"Systematix Corporate Services Ltd",NULL,526506
3848,"J K Leatherite Ltd",NULL,519388
3849,"KSE Ltd",KSE,519421
3851,"Vivid Global Industries Ltd",NULL,524576
3852,"Avanti Feeds Ltd",AVANTIFEED,512573
3853,"Capital Trust Ltd",CAPTRUST,511505
3855,"UTL Industries Ltd",NULL,500426
3857,"Interlink Petroleum Ltd",NULL,526512
3859,"KMG Milk Food Ltd",NULL,519415
3862,"Bharat Bhushan Finance & Commodity Brokers Ltd",NULL,511501
3865,"Gujarat Cotex Ltd",GUJCOTEX,514386
3866,"Priya Ltd",PRIYADYES,524580
3872,"Tirupati Starch & Chemicals Ltd",NULL,524582
3876,"Trombo Extractions Ltd",NULL,519303
3877,"Jatalia Global Ventures Ltd",NULL,519319
3878,"Iykot Hitech Toolroom Ltd",NULL,522245
3881,"Pine Animation Ltd",NULL,511421
3882,"Bharat Parenterals Ltd",NULL,541096
3885,"Srikalahasthi Pipes Ltd(Merged)",SRIPIPES,513605
3886,"Garware Synthetics Ltd",NULL,514400
3888,"R S Software (India) Ltd",RSSOFTWARE,517447
3893,"Eco Hotels and Resorts Ltd",NULL,514402
3894,"Sharma East India Hosp and Medical Research Ltd",NULL,524548
3898,"Hindustan Copper Ltd",HINDCOPPER,513599
3899,"Butterfly Gandhimathi Appliances Ltd",BUTTERFLY,517421
3901,"Sri Lakshmi Saraswathi Textiles (Arni) Ltd",NULL,521161
3903,"Worldwide Aluminium Ltd",NULL,526525
3907,"Dolphin Medical Services Ltd",NULL,526504
3908,"Dutron Polymers Ltd",NULL,517437
3910,"Jay Energy & S Energies Ltd",NULL,526523
3914,"Pioneer Agro Extracts Ltd",NULL,519439
3916,"Satiate Agri Ltd",NULL,524546
3920,"Vivo Bio Tech Ltd",NULL,511509
3921,"Ushakiran Finance Ltd",NULL,511507
3922,"Easy Fincorp Ltd",NULL,511074
3924,"Sanghi Industries Ltd",SANGHIIND,526521
3926,"Magna Electro Castings Ltd",NULL,517449
3930,"Zodiac Clothing Company Ltd",ZODIACLOTH,521163
3931,"Hemo Organic Ltd",NULL,524590
3936,"Jaysynth Orgochem Ltd",JDORGOCHEM,524592
3937,"Aeonx Digital Technology Ltd",ASHOKALCO,524594
3938,"Maximaa Systems Ltd",NULL,526538
3941,"Kusum Agrotech Ltd",NULL,519409
3942,"Atlas Jewellery India Ltd",NULL,514394
3944,"Maxgrow India Ltd",NULL,521167
3948,"Porwal Auto Components Ltd",NULL,532933
3953,"Vadilal Dairy International Ltd",NULL,519451
3954,"Mayur Uniquoters Ltd",MAYURUNIQ,522249
3955,"Pazel International Ltd",NULL,504335
3963,"Cenlub Industries Ltd",NULL,522251
3964,"OTCO International Ltd",NULL,523151
3966,"SGL Resources Ltd",NULL,526544
3970,"Narbada Gems & Jewellery Ltd",NULL,519455
3971,"AksharChem (India) Ltd",AKSHARCHEM,524598
3972,"IIRM Holdings India Ltd",NULL,526530
3974,"Euro Leder Fashion Ltd",NULL,526468
3976,"Alpine Housing Development Corporation Ltd",ALPINEHOU,526519
3977,"Vishnu Chemicals Ltd",VISHNU,516072
3979,"Jumbo Bag Ltd",JUMBO,516078
3982,"Beryl Drugs Ltd",NULL,524606
3984,"Diamond Agro Industries Ltd",NULL,526540
3985,"Country Club Hospitality & Holidays Ltd",CCHHL,526550
3987,"James Hotels Ltd",NULL,526558
3988,"Veerhealth Care Ltd",NIYATILEAS,511523
3992,"IEL Ltd",NULL,524614
3996,"Zodiac-JRD-MKJ Ltd",ZODJRDMKJ,512587
3997,"Sarup Industries Ltd",NULL,514412
3998,"Oxford Industries Ltd",NULL,514414
4001,"Virat Crane Industries Ltd",NULL,519457
4002,"Balurghat Technologies Ltd",BALURTRANS,520127
4013,"Choksi Laboratories Ltd",NULL,526546
4016,"Longview Tea Company Ltd",NULL,526568
4018,"Pan India Corporation Ltd",SRGINFOTEC,511525
4019,"Fedders Electric & Engineering Ltd",FEDDERELEC,500139
4021,"IB Infotech Enterprises Ltd",NULL,519463
4030,"Linaks Microelectronics Ltd",NULL,517463
4031,"Gangotri Textiles Ltd",GANGOTRI,521176
4032,"iStreet Network Ltd",NULL,524622
4033,"Premier Capital Services Ltd",NULL,511016
4034,"Mangalam Organics Ltd",MANORG,514418
4035,"N R Agarwal Industries Ltd",NRAIL,516082
